"Id","Prediction"
252,5508862.77836667
253,4496382.87276667
254,4618887.5802
255,4207994.35453334
256,4156933.5728
257,4176795.44389762
258,3978922.22371587
259,4144428.06008889
260,4240610.33163333
261,3830573.20374524
262,5338383.72878333
263,4169105.97122857
264,2415457.61593333
265,4596147.91796667
266,4410946.34753333
267,5322379.21816667
268,4958476.73626666
269,4567114.812
270,4034885.4713
271,3263431.6115
272,4412731.49656667
273,4778682.55943333
274,3979949.64066667
275,5766559.81363333
276,5325507.49223333
277,5189872.54956666
278,4633026.62173334
279,4217130.45806667
280,4913450.90883333
281,3956286.69898571
282,3421820.68316667
283,4168468.4847
284,4704235.17560238
285,3098728.45103333
286,5048636.55326667
287,4438135.7255
288,4707889.2035
289,3844608.45953334
290,4088166.11374444
291,4698293.00363333
292,3476355.43423333
293,4961582.80074445
294,3583170.29129048
295,5509605.85184444
296,5207480.90466667
297,5607425.09911905
298,4392280.00236667
299,4729363.67591905
300,4740586.731
301,5069696.26053333
302,4486302.661
303,5366286.23398333
304,4200384.13786667
305,4648881.29636667
306,4000292.36312302
307,4470128.19267143
308,2502470.73310476
309,4222068.08003333
310,4389276.34778651
311,3873049.82203809
312,3616472.40546667
313,4530777.10883333
314,3588925.42422857
315,3979957.96985
316,3116831.46275714
317,4430230.06943334
318,5348942.08242381
319,3715344.20112857
320,4223822.5059
321,3934022.74642857
322,4166656.89188095
323,4503502.7871
324,4605738.383
325,4209318.19922381
326,4974646.406
327,4457487.49150476
328,4577924.72043333
329,6108766.3548
330,3202084.40002381
331,5314911.64993333
332,5223940.7877
333,5710812.88513333
334,5419035.01582222
335,4456633.0162
336,3495508.5060381
337,4714336.7634381
338,4256737.23090714
339,3564956.67476191
340,5415977.69728333
341,4636113.93210952
342,4918836.1339
343,4518517.35966667
344,4723003.09752857
345,3971703.44593333
346,3882671.7007
347,5359305.07571666
348,3113548.66897143
349,4610310.60076666
350,4725549.68897778
351,4880828.13523333
352,5145981.8255
353,3388725.4408619
354,3907553.69699683
355,4561092.21910953
356,5381362.43393333
357,4586571.79986667
358,4809838.32679762
359,4998228.41042222
360,4492702.83053333
361,4390183.83234445
362,3934856.09773333
363,4774833.4725
364,4936395.82724286
365,3832036.9495119
366,3135808.40186667
367,3715348.84653333
368,4056475.62236667
369,5190626.82063333
370,4169360.9798381
371,4443242.5697
372,5176435.6850619
373,5541692.86573333
374,4042246.57286667
375,4604458.24091666
376,3981168.42772381
377,3810519.85356191
378,5428226.4947
379,4639096.34731667
380,4869464.69196667
381,3884372.56676191
382,3355149.82169047
383,5625435.17130159
384,4129187.51766667
385,5143054.709
386,4018352.6937619
387,4704723.05546666
388,4412364.2179
389,4738242.41026667
390,5295117.45818571
391,3593128.12732381
392,3689468.93489524
393,4491783.08766667
394,5901949.67154286
395,3641346.6781119
396,5073625.9862
397,4971990.0419
398,5482215.94657857
399,5119922.46777619
400,3835608.45319524
401,3706782.66353333
402,3709150.00719048
403,4132114.3757
404,3882330.52785238
405,4203028.62596666
406,4625751.2077
407,4809606.56536667
408,2812943.82337143
409,3847530.46029524
410,3804940.14086667
411,3938015.88926667
412,4885018.10506667
413,4759874.39013333
414,5352877.08533333
415,4476818.65259048
416,5525084.02686667
417,2630757.60717381
418,4487135.08385714
419,3630019.65154762
420,4784677.48403333
421,4811296.78326667
422,4952474.53743333
423,3619836.77276667
424,4804833.41971905
425,4743438.98746905
426,4438281.41410952
427,3950081.49576667
428,5021321.32686666
429,3980966.06627143
430,3688338.10235714
431,4232867.30124286
432,2612909.3878619
433,4890328.07363334
434,3634213.0608381
435,4567541.86647778
436,3879942.38248095
437,3573876.95567619
438,3275071.1200381
439,4970978.83089524
440,4716062.41727778
441,5211676.40525238
442,4600440.39679524
443,4523504.8561
444,5016022.95833334
445,4594371.29863333
446,6468868.13626666
447,4188646.0266
448,4737532.8787
449,5380769.34976667
450,5048156.75133333
451,3978118.2445619
452,3448579.7945619
453,5276813.2949
454,5069583.56293334
455,4251204.9911
456,3457903.3851
457,4348116.61206508
458,4284926.2306
459,3174046.4474619
460,4727145.30671905
461,4792845.86136667
462,4894028.5732
463,3134036.80732857
464,4763186.8857
465,3866072.76466667
466,4344078.16716667
467,3763836.76653333
468,4227714.88553333
469,4569325.38653333
470,4262516.6495
471,4524802.96706666
472,3589823.15462381
473,4514653.89094841
474,4522850.76168572
475,3896772.36751429
476,3777414.74730476
477,5063506.75463334
478,4242300.66736667
479,4879268.52783334
480,4075315.68480476
481,4879341.85650952
482,3449843.37204524
483,4768311.18125238
484,5121446.75763333
485,3875531.5454
486,4374583.94146667
487,3959047.6802
488,4669703.5962
489,4046786.65304762
490,4863678.02087619
491,3662550.14067778
492,4665281.94044444
493,5005588.52341667
494,4802790.45300476
495,4522360.0652
496,4845859.8659
497,4264235.02213333
498,4000744.14447143
499,4631209.9829
500,4723397.61186667
501,2706937.63795714
502,4427693.66614762
503,5596707.39586667
504,3843367.17510952
505,3966027.9583619
506,3774466.83695
507,4627900.98197778
508,3542344.1551
509,4772836.78976667
510,5429965.1676
511,5126603.45013333
512,2725737.01133333
513,4887131.641
514,4093520.93212699
515,2563596.55339048
516,3849124.92664286
517,4635461.68306667
518,4114600.37723333
519,4683784.8556
520,3954489.57126667
521,5326799.87989048
522,5876188.48426667
523,5293892.1428
524,4356094.73216667
525,4919950.15703333
526,3026090.46854286
527,5277689.94136667
528,5512576.77051905
529,4715682.56946666
530,4215808.1964
531,4101792.84979286
532,4707926.36709762
533,4313927.44573333
534,5327445.48485238
535,4527064.8114619
536,4497149.71001111
537,4159328.30836191
538,4149663.7969
539,4896154.25469524
540,4456558.53483333
541,3856821.02321667
542,3739266.09929524
543,4383630.32232381
544,4345046.59846667
545,4843987.06976667
546,2910765.88515714
547,4131129.18683333
548,4103714.33913333
549,4192045.75093333
550,3864545.46963333
551,4326310.19367778
552,4335166.66160714
553,4859581.96526667
554,4604893.52286667
555,4577429.62023333
556,3413545.27432857
557,4637700.00236667
558,4451024.68250952
559,4766592.87690001
560,4573436.05636667
561,5364047.44462619
562,2801619.45257857
563,4584964.19743333
564,3370903.36954286
565,4478364.15436666
566,3504486.46663333
567,5259248.68319048
568,4265995.10584444
569,3776082.30469048
570,4771336.96283333
571,6049945.4692
572,4293700.71346667
573,4665544.23014762
574,4610132.56309524
575,3404692.75139524
576,6069578.09016666
577,4502408.01207778
578,3784994.48103333
579,4597444.43067143
580,4016808.8084
581,4609872.50350476
582,5404810.3566
583,4145884.67693572
584,4616715.835
585,4637710.09303333
586,3733890.11289682
587,3785624.25132857
588,5378111.48418095
589,4546684.47216667
590,3959126.26118572
591,3931962.73284921
592,4112040.8705
593,3255452.23106667
594,3699501.38251905
595,4033281.74813333
596,3666331.37182857
597,3942311.00985238
598,4547649.50417619
599,5067293.43503334
600,4374226.20786667
601,5182360.41269444
602,5262104.67196667
603,3308638.06363333
604,3128433.32890714
605,3621500.71889524
606,3494827.90995
607,4373403.83730476
608,2773056.06713333
609,5066238.36091667
610,5749480.73233333
611,2753074.33115714
612,4890856.80217937
613,4486273.79331429
614,5073802.09793571
615,3262308.17025714
616,4516345.5477
617,4809707.22968571
618,6102685.79285079
619,4619991.76883333
620,4229602.49451825
621,4965611.46666667
622,5059517.3354
623,4717028.48978333
624,3217676.44349524
625,4796099.80505476
626,4400123.48663333
627,5212229.31811111
628,4158329.9306
629,3896714.56918095
630,4559127.99253333
631,5277404.0176
632,4843648.35226667
633,4889791.4469
634,2725942.6108619
635,4140049.71176667
636,4862345.3631
637,4054397.18403333
638,4225648.60815714
639,5018361.5135
640,4840271.90781111
641,4954020.8443
642,3295846.57980953
643,4977955.35765238
644,4879536.84780952
645,3546880.56054762
646,4617158.0083
647,4158185.3791381
648,4153102.59719524
649,3839870.22493809
650,3367590.34019207
651,4170463.55416667
652,4397358.27526666
653,4960529.76101905
654,3955726.98338095
655,5209270.87237619
656,3834357.40162619
657,4908986.72188095
658,5082180.03409524
659,4057229.3521
660,4746434.91713333
661,5119609.32946667
662,5007515.4491
663,4660294.03607143
664,4080611.90123333
665,3952299.2978
666,5836368.9822
667,4032705.40741111
668,4141941.52068095
669,4456949.68393333
670,4788805.6362
671,5341771.58973333
672,3936410.20344524
673,4585549.58114286
674,4747400.11766667
675,3552064.62126667
676,4319183.71678571
677,3300784.19675714
678,4142632.27690317
679,4823041.28296667
680,3483710.0601
681,4714762.14086667
682,3718592.4532
683,4666299.81490476
684,4726084.08191429
685,4929248.03576667
686,3808846.56702857
687,3143243.8425
688,5029225.96238333
689,3596693.48238333
690,4221793.57013333
691,3981975.8410619
692,3222556.24589048
693,3823199.67973333
694,3401138.14362857
695,3508744.89763333
696,4390889.81423334
697,5462851.47441111
698,4446851.26373333
699,3157061.76586667
700,5286848.56393571
701,4338227.1352
702,4322115.51196667
703,4776628.66648571
704,4800557.28433571
705,5358494.38093333
706,5001703.98398571
707,4798488.0442
708,4461933.94642222
709,3937952.2954619
710,4732333.30033333
711,4954275.5093
712,4115869.01626667
713,4112127.2159
714,4692056.28213333
715,4198995.86354762
716,3940108.6237
717,4391339.84130238
718,4685344.06437619
719,4841478.82466508
720,4410348.71976667
721,5252985.5189
722,4570059.2195
723,2773853.08366191
724,5248709.7059
725,4534171.97340952
726,3003174.01700714
727,3859824.90046667
728,3900112.19143333
729,3946406.90903333
730,3815119.74988095
731,4301000.40504286
732,3867702.83323333
733,5722265.13133333
734,4647810.46693333
735,4230729.5994
736,3454591.93529048
737,5127625.52033334
738,3188526.74439048
739,3806778.74077778
740,4934706.83
741,4805916.92526666
742,4438118.30153333
743,4708918.17298333
744,4490710.29323333
745,5090532.07676667
746,3304940.44802857
747,5206692.05093333
748,4999999.3194
749,4627405.79213333
750,6328319.4479
751,4038975.65343333
752,4072184.2999
753,2621243.3129381
754,3931525.70667143
755,3727197.87036667
756,3873525.12641429
757,4599995.24387619
758,3624570.44005952
759,5197743.68374524
760,3765764.61516667
761,3860694.40731905
762,3085500.47529524
763,4308290.36513333
764,4810228.61633333
765,4804117.1194
766,4560299.39114286
767,3786681.32037857
768,4466647.58206667
769,4914489.7928881
770,3989978.1553
771,4359036.97493333
772,4557228.61341667
773,4046771.49387778
774,4296243.92425
775,4181882.48495873
776,3804888.13476667
777,4531685.55715714
778,4468876.83686666
779,4017136.66293333
780,3214488.74374524
781,4835978.8511
782,5326955.87008333
783,3449199.1732619
784,4475365.01877143
785,3783562.98643333
786,4528654.58733333
787,4583578.0019
788,5291075.88043333
789,4595094.2216
790,3662561.06454762
791,4389511.04646667
792,3403810.60670476
793,3731111.62296667
794,3910544.07613333
795,4596332.77683334
796,3530745.52356191
797,3487557.67576667
798,4416622.09066667
799,4887184.86399524
800,5064035.71733333
801,4406274.43403333
802,4629496.73416667
803,4269045.8711
804,4094863.55991588
805,3981153.94001429
806,4813909.87086667
807,5191610.42317778
808,4231742.77397619
809,2694691.62736667
810,4467511.14585238
811,4267548.11101667
812,5116764.7447
813,4585498.91085714
814,2862502.04209524
815,4707003.33826667
816,3884958.36681587
817,3201664.12962381
818,3911572.70356667
819,3059925.06925714
820,4306831.82745
821,4499922.80992778
822,4409946.51888889
823,4784675.80603334
824,4468841.9445
825,4581481.10063333
826,4454788.5235
827,2735880.99568333
828,5607441.27011905
829,3876392.3053619
830,4832932.58304286
831,5720587.31063333
832,4474280.5571
833,4886783.28565
834,5599143.0826
835,3659349.91966667
836,2549715.63962857
837,4513001.13489524
838,4112087.69976667
839,2476900.37002381
840,3978379.48726191
841,3271313.43080476
842,5403051.8355
843,4479171.17673334
844,5243363.58583333
845,4761737.89663333
846,5013119.17600238
847,4499854.68098572
848,3264410.15775714
849,3900805.50903333
850,3858615.981
851,4271519.2057
852,5662831.14336667
853,3550230.24795714
854,3743397.11885714
855,3732034.24053333
856,5269495.56796667
857,4361442.57533333
858,3806201.46503333
859,5149548.85945714
860,4265138.41944921
861,4985712.95350556
862,3733537.00385
863,4462229.05006667
864,5760806.5305
865,4711017.29513334
866,3866412.77265714
867,2972497.19374048
868,4781672.16306667
869,4803489.6636
870,2830895.26269048
871,4816920.11263333
872,4315261.29260714
873,4482428.88563334
874,4659026.60663333
875,3151448.35919048
876,3373783.77152857
877,5110887.42206667
878,3217708.81226667
879,4932603.58276667
880,3793026.97933334
881,3514560.51955873
882,4924240.05383809
883,4800454.65554524
884,4459747.88833333
885,4951904.7177
886,4441946.561
887,5125534.97323333
888,3262623.70159524
889,4790049.92926667
890,3484680.60976667
891,4697870.86461667
892,5140477.00033333
893,3870320.46238333
894,5137599.29093571
895,4662827.37136667
896,4890752.64635714
897,4504944.78790952
898,4711564.1041
899,4806031.07236667
900,3975728.42573333
901,6722596.32837619
902,4795339.25892143
903,4061265.6592
904,3413542.16629048
905,4147827.70223492
906,4205156.7439
907,4212466.55378889
908,5341980.62767619
909,3824924.41093333
910,4405307.5827
911,5013196.34447778
912,3951150.54898572
913,3917945.36796666
914,4147490.91034524
915,4975209.9788
916,2245292.988
917,5408444.39478095
918,3838857.72562857
919,4286894.52642063
920,4060259.97712381
921,3421689.19026667
922,5094802.52156667
923,4296135.24216667
924,4680290.6152
925,5596980.27561905
926,5349742.34284524
927,3860496.3508
928,5290835.83346667
929,4304978.4618
930,4559443.72963333
931,3260344.8794
932,4883335.1786
933,5094571.83193333
934,4148446.04255873
935,4187606.77843333
936,3355242.89573333
937,4316672.12766667
938,4094524.5022
939,5701203.51867381
940,4906584.14462857
941,4611253.0908
942,4478401.83356667
943,5090807.47070953
944,5196551.8187
945,2557952.50637619
946,5076183.80325555
947,4840187.05827619
948,5042081.89063334
949,3397954.53051746
950,5655984.78703333
951,3838171.16387857
952,3390436.00809524
953,4141454.66649524
954,5717480.31073334
955,4960254.84433809
956,4391080.25147778
957,5074241.07593333
958,5034030.3462
959,4347307.16409524
960,5123420.7274
961,4979331.15893333
962,4995610.964
963,4820615.10926667
964,6248330.87971905
965,3244743.51272381
966,5551169.96194286
967,5537668.51036667
968,4215799.6947
969,3565974.46798095
970,3356249.77705714
971,3992753.84806429
972,3219629.76316667
973,3565505.38977143
974,4060713.96436667
975,3493199.95798333
976,3180512.60212857
977,4746240.91886667
978,4818143.97755238
979,5390651.40813333
980,4759358.38136667
981,2617669.96393333
982,4222236.60146667
983,5278058.20956666
984,5085984.65963333
985,4406561.81816667
986,3641802.7656
987,4706967.5341
988,5859205.2132
989,3941087.39591428
990,4038510.2983
991,2646175.2021619
992,4383157.04837778
993,5469607.22103333
994,4800523.79703333
995,2857211.82406191
996,4541402.61943333
997,4864247.54916666
998,3947219.44386429
999,4828086.76086666
1000,4919929.83206667
1001,4205274.94100953
1002,3916960.92881905
1003,5060699.17443333
1004,4669971.56806111
1005,5013522.95006667
1006,5528781.24023334
1007,4391049.568
1008,3139329.56933333
1009,4123896.92186667
1010,4207540.93275397
1011,5192497.86053333
1012,4205618.30676667
1013,4647518.10356666
1014,4879356.9602
1015,4662955.38530238
1016,5015846.26892222
1017,4913999.19426667
1018,4083759.52924445
1019,4239401.88333333
1020,4795193.7049381
1021,4095625.8468746
1022,4900264.77478333
1023,3406318.71076667
1024,4505855.15156667
1025,4321995.34616667
1026,4354820.05756667
1027,4042543.96441905
1028,4852398.38635079
1029,3700019.81662857
1030,5062486.87294762
1031,3715903.13064444
1032,3388767.62642381
1033,4833066.91953333
1034,4643387.35291666
1035,3741848.96356667
1036,4427148.02906667
1037,4153768.16118889
1038,4798347.52476429
1039,5187678.82525714
1040,4690343.70846666
1041,3713267.99108095
1042,2989147.92809048
1043,4604449.7893
1044,5006896.17248571
1045,5149490.86013334
1046,4536584.84486666
1047,4813525.9299
1048,4257999.39853333
1049,4666235.17541667
1050,5081884.07822619
1051,3706028.05177619
1052,4404345.70277778
1053,3834681.61803334
1054,5413928.85276667
1055,2921403.01406667
1056,5334717.71348571
1057,4836898.20078334
1058,2652124.7454
1059,4535990.61993334
1060,4789657.68946667
1061,4456915.6292
1062,4846304.7741
1063,5156454.41215
1064,4742949.00073333
1065,4219649.13697381
1066,5146009.3847
1067,4806234.89488809
1068,4595227.76416667
1069,4430552.20032778
1070,4466722.15953333
1071,4159587.92921428
1072,4740935.88073809
1073,5374803.32131111
1074,5785206.01593333
1075,3920540.38620476
1076,3937267.6322
1077,3636257.47105238
1078,3449722.8420619
1079,4967577.64626667
1080,3887206.02703334
1081,3982661.466
1082,4087320.55521111
1083,4676216.41998571
1084,3803767.26018571
1085,2363146.70749048
1086,4743836.83508333
1087,4200165.57506667
1088,4375793.22943333
1089,3792390.1803381
1090,4985084.15033333
1091,3923674.74807619
1092,4312644.33926111
1093,4139630.07615
1094,4369818.41916667
1095,4355179.69184286
1096,2993464.00719048
1097,4272137.37803333
1098,3703436.59885714
1099,4703352.1087
1100,4394842.70093809
1101,4670469.7814
1102,4589323.77756667
1103,4477586.01506667
1104,4929154.6234
1105,4113415.15166667
1106,3660141.47359524
1107,5123251.87283333
1108,5194319.52366667
1109,4590946.96196667
1110,4292177.74117937
1111,4987738.29803571
1112,4081775.31846667
1113,3674166.6094619
1114,3924752.5819381
1115,3796414.50427619
1116,3722297.3810619
1117,5524933.1376
1118,5007490.68816428
1119,3492954.82332381
1120,4156642.55614444
1121,2513440.78587619
1122,4434075.31806666
1123,3512811.91089524
1124,3763229.40659762
1125,5180603.32127619
1126,5268207.63883333
1127,3066998.87749524
1128,4645777.7658
1129,4426287.55166667
1130,4274077.80604285
1131,5411150.96113333
1132,4220921.59173333
1133,3590513.8578119
1134,5001474.96763333
1135,3257890.98528095
1136,5057609.1543881
1137,3361500.56429524
1138,5133979.0557
1139,4859229.43368571
1140,4959574.41743333
1141,4765396.77806666
1142,4635692.6619
1143,4277282.67848095
1144,3846000.18250952
1145,4589479.52296667
1146,4136775.29434445
1147,4832126.78105556
1148,4121297.95683333
1149,5260142.11063333
1150,4715285.98813333
1151,2509845.06765714
1152,4446137.0141
1153,5039872.26411667
1154,4581263.70018095
1155,3532451.12576667
1156,3986405.57138889
1157,5064327.4214
1158,4804401.40243334
1159,4354370.20393333
1160,4382755.22094445
1161,4754995.61786667
1162,5127893.00563334
1163,4264400.05643333
1164,4303610.36026667
1165,4603618.79488889
1166,4787170.4988
1167,5480264.05016667
1168,3373635.17952857
1169,5247866.38988889
1170,4051897.36814762
1171,3894255.38366667
1172,2254714.35416667
1173,4410342.22731111
1174,3931525.70667143
1175,4626898.40343333
1176,4793227.12306667
1177,4671623.35118651
1178,4809802.12371667
1179,4907317.27383333
1180,5832010.07986667
1181,4554078.11876667
1182,5423807.80103333
1183,3549832.78072381
1184,4137185.6625
1185,3066019.16902857
1186,4819809.23333333
1187,3938545.42372381
1188,4184916.30783333
1189,5138749.46836667
1190,5096242.44187619
1191,4070860.83766667
1192,4181964.6038
1193,3226088.15555714
1194,4450357.9058
1195,4653809.9288
1196,4121315.77195476
1197,3656185.35546666
1198,4006755.84033333
1199,4638926.00466666
1200,5616393.91526667
1201,4825002.64876667
1202,3550765.16739524
1203,3174108.24119524
1204,3437342.2008619
1205,3033235.87295714
1206,5042657.83670238
1207,4526664.41493333
1208,4445492.4622381
1209,4613142.19183333
1210,4110120.33563095
1211,4070397.14966667
1212,4489666.62813334
1213,4906208.98435556
1214,4365201.05985952
1215,4107196.55846667
1216,4386768.23023333
1217,3597908.26355714
1218,3695116.57531428
1219,4668494.2824
1220,4212408.10728095
1221,5314556.0894
1222,4551056.58643333
1223,4953238.75929524
1224,4929038.8315
1225,5021808.14089524
1226,4300883.67096191
1227,4789051.55393334
1228,4247178.91305714
1229,4709115.13343333
1230,4552403.4462
1231,4674472.46748016
1232,3712159.49703333
1233,5463114.1488
1234,4398090.19573334
1235,3697664.69053333
1236,4099451.53955714
1237,3477866.89040476
1238,4256216.19323333
1239,4791332.02068889
1240,4309214.79403333
1241,4121940.29796667
1242,5389424.04638333
1243,4377074.86951667
1244,4652235.02414445
1245,3915011.45149524
1246,3534303.3770381
1247,5089876.8588
1248,2616144.57455714
1249,4476272.94163333
1250,4766575.1938
1251,3956140.43128095
1252,3970706.55353333
1253,5173383.33414286
1254,4232520.31027143
1255,3631818.30103333
1256,4532354.92006667
1257,4232638.43333333
1258,5917287.2090619
1259,4015091.92811111
1260,4438607.43267619
1261,5394901.80174682
1262,4749847.1449
1263,2975083.97936191
1264,4717497.688
1265,3543495.21191429
1266,3823498.45476191
1267,5393694.56153333
1268,3820714.28246191
1269,4535273.78523572
1270,3932238.32518572
1271,4600472.33973333
1272,4971452.0864
1273,3397120.89376667
1274,3295879.37737381
1275,5325302.80151667
1276,3560262.7276
1277,3665919.08632381
1278,4504733.23983333
1279,3931525.70667143
1280,4187773.93723333
1281,4309628.23913333
1282,4627833.94466667
1283,3455968.40733334
1284,4635799.2204
1285,4871302.02866666
1286,3047039.41725714
1287,4202223.15016667
1288,4120186.7839
1289,2720290.39270714
1290,3774145.2049619
1291,3687905.86491587
1292,5469406.85576666
1293,5251599.5471
1294,5444357.01420238
1295,4821687.62434762
1296,5422160.33283333
1297,4632711.83643333
1298,4312417.18631191
1299,4551872.93353334
1300,4442728.76191667
1301,3417804.83293492
1302,4594975.42337778
1303,4602587.99499207
1304,3296688.33985714
1305,4741743.80631111
1306,4141593.78483333
1307,4459410.1077
1308,5403127.77796667
1309,3868663.76229048
1310,4788094.28233333
1311,4486519.05046666
1312,3577701.49157381
1313,4815423.3548
1314,4410521.80083333
1315,4696917.3687
1316,4550009.28756667
1317,4562973.29853333
1318,5041289.55326667
1319,5541382.76408333
1320,5767816.22153175
1321,4570246.50936191
1322,5015837.96306667
1323,4091187.7593381
1324,5631151.11820238
1325,3563338.32899524
1326,3588859.87472857
1327,4974110.77746667
1328,4539251.42255476
1329,4854226.51145476
1330,5704831.25670237
1331,4009762.6122619
1332,4607134.19856666
1333,3201495.57753333
1334,4247693.31183333
1335,3477712.91086667
1336,2708896.95571905
1337,4565180.35696667
1338,3058431.36534762
1339,3472827.2506
1340,3976326.04843333
1341,5087929.56453333
1342,3967841.4973
1343,2522155.35065714
1344,5451381.37753333
1345,2983094.59037143
1346,4124951.64853572
1347,3551226.96759524
1348,4567113.14206667
1349,4357991.95311111
1350,4134412.1952
1351,5339272.70676666
1352,4687123.43706667
1353,5102691.70107619
1354,3872999.71754524
1355,3321728.44417381
1356,4971198.5737
1357,3972756.76093333
1358,4763713.81087778
1359,2844448.15178571
1360,4179797.36693334
1361,5522434.9772
1362,4216392.02805
1363,4901687.08494286
1364,4334139.03293333
1365,4567899.67817143
1366,3511506.45462857
1367,4447732.6579
1368,4805779.1566
1369,4875778.38693334
1370,4490305.4736
1371,4840268.41287619
1372,5031551.7301
1373,5189363.5648
1374,3868224.27184762
1375,4492702.83053333
1376,4301348.97257619
1377,4017959.76529048
1378,3753008.36129048
1379,3778429.22612857
1380,4382513.88313333
1381,5666033.13173333
1382,3831251.51351905
1383,5339112.62186667
1384,3871038.1058
